Clear,Unclear,Accept
0.352112676056338,0.43896713615023475,0.20892018779342722
0.3671497584541063,0.34057971014492755,0.2922705314009662
0.49828178694158076,0.32646048109965636,0.17525773195876287
0.28654970760233917,0.47076023391812866,0.24269005847953215
0.3552941176470588,0.4023529411764706,0.24235294117647058
0.363855421686747,0.3783132530120482,0.25783132530120484
